Country_Region,Case_Type,Date,Cases,Table Names,Difference,Prep_Flow_Runtime,Latest_Date,Province_State,Lat,Long
Bahrain,Deaths,3/12/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,3/11/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,3/10/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,3/1/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/9/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/8/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/7/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/6/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/5/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/4/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/3/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/29/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/28/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/27/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/26/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/25/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/24/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/22/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/21/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/20/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/2/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/19/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/18/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/17/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/16/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/15/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/14/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/13/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/12/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/11/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/10/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,2/1/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,1/31/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,1/30/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,1/29/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,1/28/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,1/27/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,1/26/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,1/25/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,1/24/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Deaths,1/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/9/2020,95,Time Series,10,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/8/2020,85,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/7/2020,85,Time Series,25,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/6/2020,60,Time Series,5,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/5/2020,55,Time Series,3,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/4/2020,52,Time Series,3,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/3/2020,49,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/24/2020,392,Time Series,15,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/23/2020,377,Time Series,43,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/22/2020,334,Time Series,29,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/21/2020,305,Time Series,20,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/20/2020,285,Time Series,7,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/2/2020,49,Time Series,2,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/19/2020,278,Time Series,22,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/18/2020,256,Time Series,28,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/17/2020,228,Time Series,14,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/16/2020,214,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/15/2020,214,Time Series,4,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/14/2020,210,Time Series,15,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/13/2020,195,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/12/2020,195,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/11/2020,195,Time Series,85,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/10/2020,110,Time Series,15,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,3/1/2020,47,Time Series,6,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/9/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/8/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/7/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/6/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/5/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/4/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/3/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/29/2020,41,Time Series,5,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/28/2020,36,Time Series,3,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/27/2020,33,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/26/2020,33,Time Series,10,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/25/2020,23,Time Series,22,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/24/2020,1,Time Series,1,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/22/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/21/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/20/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/2/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/19/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/18/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/17/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/16/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/15/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/14/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/13/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/12/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/11/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/10/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,2/1/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,1/31/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,1/30/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,1/29/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,1/28/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,1/27/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,1/26/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,1/25/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,1/24/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Bahrain,Confirmed,1/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,26.0275,50.55
Haiti,Deaths,3/9/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/8/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/7/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/6/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/5/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/4/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/3/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/24/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/22/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/21/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/20/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/2/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/19/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/18/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/17/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/16/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/15/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/14/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/13/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/12/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/11/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/10/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,3/1/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/9/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/8/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/7/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/6/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/5/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/4/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/3/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/29/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/28/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/27/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/26/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/25/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/24/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/22/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/21/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/20/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/2/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/19/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/18/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/17/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/16/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/15/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/14/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/13/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/12/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/11/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/10/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,2/1/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,1/31/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,1/30/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,1/29/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,1/28/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,1/27/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,1/26/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,1/25/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,1/24/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Deaths,1/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/9/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/8/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/7/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/6/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/5/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/4/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/3/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/24/2020,7,Time Series,1,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/23/2020,6,Time Series,4,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/22/2020,2,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/21/2020,2,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/20/2020,2,Time Series,2,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/2/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/19/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/18/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/17/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/16/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/15/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/14/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/13/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/12/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/11/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/10/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,3/1/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/9/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/8/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/7/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/6/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/5/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/4/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/3/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/29/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/28/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/27/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/26/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/25/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/24/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/23/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/22/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/21/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/20/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/2/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/19/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/18/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/17/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/16/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/15/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/14/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/13/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/12/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
Haiti,Confirmed,2/11/2020,0,Time Series,0,3/25/2020 3:38:52 PM,3/24/2020,N/A,18.9712,-72.2852
