cnty	ProvinceState	CountryRegion	reportdt	latfill	longfill	confirmed	deaths	recovered
(null)	"Jiangsu"	"China"	"2020-01-29"	32.971100000000000	119.455000000000000	99	0	1
(null)	"Alberta"	"Canada"	"2020-03-09"	53.933300000000000	-116.576500000000000	14	0	0
"Pinellas"	"Florida"	"US"	"2020-03-25"	30.867474790000000	0E-15	50	1	0
"Aitkin"	"Minnesota"	"US"	"2020-03-22"	48.777541060000000	0E-15	0	0	0
"Bowie"	"Texas"	"US"	"2020-04-01"	36.278291050000000	-93.744088130000000	9	1	0
"Polk"	"Georgia"	"US"	"2020-03-25"	34.913691880000000	0E-15	8	0	0
"White"	"Indiana"	"US"	"2020-04-01"	41.644238680000000	0E-15	2	0	0
"Morehouse"	"Louisiana"	"US"	"2020-03-22"	32.831210590000000	0E-15	0	0	0
"Lincoln"	"Kansas"	"US"	"2020-03-30"	39.827996320000000	-94.763782250000000	0	0	0
"Cape May"	"New Jersey"	"US"	"2020-03-31"	41.138915920000000	0E-15	12	0	0
"Jeff Davis"	"Texas"	"US"	"2020-03-30"	36.278291050000000	-93.744088130000000	0	0	0
"Ellis"	"Texas"	"US"	"2020-03-30"	36.278291050000000	-93.744088130000000	15	0	0
"Bexar"	"Texas"	"US"	"2020-03-30"	36.278291050000000	-93.744088130000000	157	6	0
"Bibb"	"Alabama"	"US"	"2020-03-22"	34.901718750000000	0E-15	0	0	0
(null)	"Hunan"	"China"	"2020-02-03"	27.610400000000000	111.708800000000000	521	0	22
"Ellis"	"Oklahoma"	"US"	"2020-03-30"	36.835326550000000	0E-15	0	0	0
"Benton"	"Missouri"	"US"	"2020-03-31"	40.479455880000000	0E-15	2	0	0
(null)	(null)	"Brunei"	"2020-03-30"	4.535300000000000	114.727700000000000	127	1	38
"Cook"	"Georgia"	"US"	"2020-03-31"	34.913691880000000	0E-15	1	0	0
"Wyoming"	"West Virginia"	"US"	"2020-03-28"	40.519438590000000	-77.860141470000000	0	0	0
(null)	"Yunnan"	"China"	"2020-03-11"	24.974000000000000	101.487000000000000	522	6	510
"Williamson"	"Illinois"	"US"	"2020-03-23"	42.365423730000000	0E-15	1	0	0
"Bent"	"Colorado"	"US"	"2020-03-24"	40.875954120000000	0E-15	0	0	0
"Wayne"	"North Carolina"	"US"	"2020-04-03"	36.493608620000000	0E-15	11	0	0
"Adams"	"Wisconsin"	"US"	"2020-04-02"	46.528687680000000	0E-15	1	0	0
"Dade"	"Missouri"	"US"	"2020-03-22"	40.479455880000000	0E-15	0	0	0
(null)	"Martinique"	"France"	"2020-03-24"	14.641500000000000	-61.024200000000000	57	1	0
"Ingham"	"Michigan"	"US"	"2020-03-26"	47.631976530000000	0E-15	22	0	0
"Darke"	"Ohio"	"US"	"2020-03-25"	41.708603320000000	-80.748302180000000	1	0	0
"Gilmer"	"West Virginia"	"US"	"2020-03-30"	40.519438590000000	-77.860141470000000	0	0	0
"Unassigned"	"Rhode Island"	"US"	"2020-03-30"	41.870647460000000	0E-15	171	4	0
"Monroe"	"Wisconsin"	"US"	"2020-03-27"	46.528687680000000	0E-15	1	0	0
"Oktibbeha"	"Mississippi"	"US"	"2020-03-29"	34.880844630000000	0E-15	15	0	0
"Harrisonburg"	"Virginia"	"US"	"2020-03-25"	39.201725820000000	0E-15	2	0	0
(null)	"Jiangsu"	"China"	"2020-04-03"	32.971100000000000	119.455000000000000	651	0	632
(null)	"Yunnan"	"China"	"2020-02-27"	24.974000000000000	101.487000000000000	174	2	150
"Webb"	"Texas"	"US"	"2020-03-28"	36.278291050000000	-93.744088130000000	25	0	0
(null)	(null)	"Japan"	"2020-03-20"	36.204800000000000	138.252900000000000	963	33	191
"Menard"	"Illinois"	"US"	"2020-03-26"	42.365423730000000	0E-15	0	0	0
"Franklin"	"New York"	"US"	"2020-03-30"	44.745309050000000	0E-15	6	0	0
"Turner"	"South Dakota"	"US"	"2020-03-22"	45.770749150000000	-96.655782800000000	0	0	0
"Carteret"	"North Carolina"	"US"	"2020-03-23"	36.493608620000000	0E-15	5	0	0
(null)	"Yunnan"	"China"	"2020-02-14"	24.974000000000000	101.487000000000000	162	0	36
"Lancaster"	"Nebraska"	"US"	"2020-04-02"	42.899727400000000	0E-15	12	0	0
"Manatee"	"Florida"	"US"	"2020-03-25"	30.867474790000000	0E-15	22	1	0
"Pike"	"Pennsylvania"	"US"	"2020-03-31"	41.992538290000000	-75.032081060000000	48	1	0
(null)	"Yunnan"	"China"	"2020-02-01"	24.974000000000000	101.487000000000000	93	0	2
"Summit"	"Ohio"	"US"	"2020-03-26"	41.708603320000000	-80.748302180000000	50	0	0
"Chester"	"Tennessee"	"US"	"2020-03-23"	36.556065290000000	0E-15	1	0	0
"Union"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	0	0	0
"Sierra"	"New Mexico"	"US"	"2020-03-25"	36.605697020000000	-103.346887599999990	0	0	0
"Fayette"	"Alabama"	"US"	"2020-03-26"	34.901718750000000	0E-15	0	0	0
"Liberty"	"Montana"	"US"	"2020-03-24"	48.784200290000000	0E-15	0	0	0
"Monroe"	"Tennessee"	"US"	"2020-04-03"	36.556065290000000	0E-15	5	0	0
"Oliver"	"North Dakota"	"US"	"2020-04-03"	48.814938700000006	0E-15	1	0	0
"Berkeley"	"West Virginia"	"US"	"2020-03-25"	40.519438590000000	-77.860141470000000	2	0	0
"Oakland"	"Michigan"	"US"	"2020-03-29"	47.631976530000000	0E-15	1170	34	0
"Escambia"	"Florida"	"US"	"2020-04-02"	30.867474790000000	0E-15	101	0	0
"Richland"	"Montana"	"US"	"2020-03-28"	48.784200290000000	0E-15	0	0	0
"Dunklin"	"Missouri"	"US"	"2020-03-22"	40.479455880000000	0E-15	1	0	0
"Richardson"	"Nebraska"	"US"	"2020-03-23"	42.899727400000000	0E-15	0	0	0
"Ohio"	"West Virginia"	"US"	"2020-04-01"	40.519438590000000	-77.860141470000000	11	0	0
"Ocean"	"New Jersey"	"US"	"2020-03-30"	41.138915920000000	0E-15	874	6	0
(null)	"Jiangsu"	"China"	"2020-02-24"	32.971100000000000	119.455000000000000	631	0	452
"Perry"	"Tennessee"	"US"	"2020-03-27"	36.556065290000000	0E-15	2	0	0
"Bedford"	"Tennessee"	"US"	"2020-03-30"	36.556065290000000	0E-15	1	0	0
(null)	(null)	"Armenia"	"2020-03-30"	40.069100000000000	45.038200000000000	482	3	30
"Sumter"	"Georgia"	"US"	"2020-03-24"	34.913691880000000	0E-15	2	0	0
"Hawaii"	"Hawaii"	"US"	"2020-03-31"	22.039350370000000	0E-15	15	0	0
(null)	"Washington"	"US"	"2020-03-15"	47.400902000000000	-121.490494000000000	643	40	1
(null)	"Jiangsu"	"China"	"2020-02-11"	32.971100000000000	119.455000000000000	515	0	93
(null)	(null)	"Armenia"	"2020-03-17"	40.069100000000000	45.038200000000000	78	0	1
(null)	"Queensland"	"Australia"	"2020-02-06"	-28.016700000000000	153.400000000000000	4	0	0
"Marshall"	"Tennessee"	"US"	"2020-03-26"	36.556065290000000	0E-15	0	0	0
"Mathews"	"Virginia"	"US"	"2020-04-01"	39.201725820000000	0E-15	2	0	0
"Mercer"	"Missouri"	"US"	"2020-03-22"	40.479455880000000	0E-15	0	0	0
(null)	(null)	"Russia"	"2020-04-02"	61.524010000000000	105.318756000000010	3548	30	235
"Clay"	"Texas"	"US"	"2020-04-02"	36.278291050000000	-93.744088130000000	1	0	0
(null)	"Jiangsu"	"China"	"2020-03-08"	32.971100000000000	119.455000000000000	631	0	612
"Giles"	"Virginia"	"US"	"2020-03-23"	39.201725820000000	0E-15	0	0	0
"Grundy"	"Missouri"	"US"	"2020-03-26"	40.479455880000000	0E-15	0	0	0
"Delaware"	"Indiana"	"US"	"2020-04-03"	41.644238680000000	0E-15	30	1	0
(null)	"Western Australia"	"Australia"	"2020-03-26"	-31.950500000000000	115.860500000000000	231	2	1
"O'Brien"	"Iowa"	"US"	"2020-04-03"	43.381078620000000	0E-15	3	0	0
"Out of UT"	"Utah"	"US"	"2020-04-01"	41.723305870000000	0E-15	22	0	0
"Albany"	"New York"	"US"	"2020-03-26"	44.745309050000000	0E-15	171	0	0
"Coshocton"	"Ohio"	"US"	"2020-03-22"	41.708603320000000	-80.748302180000000	2	0	0
"Washington"	"Oklahoma"	"US"	"2020-04-03"	36.835326550000000	0E-15	28	0	0
"Rhea"	"Tennessee"	"US"	"2020-03-22"	36.556065290000000	0E-15	0	0	0
(null)	"Wisconsin"	"US"	"2020-03-19"	44.268543000000000	-89.616500000000000	159	0	0
"Nicollet"	"Minnesota"	"US"	"2020-03-27"	48.777541060000000	0E-15	3	0	0
"Curry"	"New Mexico"	"US"	"2020-03-28"	36.605697020000000	-103.346887599999990	1	0	0
"Jackson"	"Kansas"	"US"	"2020-03-28"	39.827996320000000	-94.763782250000000	1	0	0
"Jones"	"Mississippi"	"US"	"2020-03-28"	34.880844630000000	0E-15	3	0	0
"Monroe"	"Alabama"	"US"	"2020-03-29"	34.901718750000000	0E-15	1	0	0
"Luce"	"Michigan"	"US"	"2020-03-29"	47.631976530000000	0E-15	0	0	0
"St. Joseph"	"Michigan"	"US"	"2020-03-25"	47.631976530000000	0E-15	0	0	0
"Twiggs"	"Georgia"	"US"	"2020-03-22"	34.913691880000000	0E-15	1	0	0
(null)	(null)	"Finland"	"2020-03-31"	61.924110000000000	25.748151000000000	1418	17	10
"Wilkes"	"Georgia"	"US"	"2020-03-28"	34.913691880000000	0E-15	1	0	0
"Grand Isle"	"Vermont"	"US"	"2020-03-25"	44.856276050000000	0E-15	0	0	0
"Miami-Dade"	"Florida"	"US"	"2020-03-27"	30.867474790000000	0E-15	763	1	0
(null)	(null)	"Laos"	"2020-03-31"	19.856270000000002	102.495496000000000	9	0	0
"Cheboygan"	"Michigan"	"US"	"2020-04-03"	47.631976530000000	0E-15	6	0	0
"Cheyenne"	"Colorado"	"US"	"2020-03-27"	40.875954120000000	0E-15	0	0	0
"Fountain"	"Indiana"	"US"	"2020-03-22"	41.644238680000000	0E-15	0	0	0
"Unassigned"	"Missouri"	"US"	"2020-03-24"	40.479455880000000	0E-15	6	0	0
"Henry"	"Alabama"	"US"	"2020-03-30"	34.901718750000000	0E-15	0	0	0
"Danville"	"Virginia"	"US"	"2020-03-25"	39.201725820000000	0E-15	2	0	0
"Richland"	"South Carolina"	"US"	"2020-03-25"	35.051222510000000	-78.995552930000000	59	0	0
"Roberts"	"Texas"	"US"	"2020-03-27"	36.278291050000000	-93.744088130000000	0	0	0
"Mifflin"	"Pennsylvania"	"US"	"2020-04-03"	41.992538290000000	-75.032081060000000	2	0	0
"Lawrence"	"Tennessee"	"US"	"2020-03-31"	36.556065290000000	0E-15	2	0	0
"Pasco"	"Florida"	"US"	"2020-03-23"	30.867474790000000	0E-15	14	1	0
"Phillips"	"Montana"	"US"	"2020-03-23"	48.784200290000000	0E-15	0	0	0
"Escambia"	"Alabama"	"US"	"2020-03-30"	34.901718750000000	0E-15	1	0	0
"Bienville"	"Louisiana"	"US"	"2020-04-01"	32.831210590000000	0E-15	6	1	0
"Gillespie"	"Texas"	"US"	"2020-03-26"	36.278291050000000	-93.744088130000000	0	0	0
"Plumas"	"California"	"US"	"2020-03-23"	41.742282750000000	0E-15	0	0	0
"Cedar"	"Missouri"	"US"	"2020-03-26"	40.479455880000000	0E-15	0	0	0
(null)	(null)	"Cuba"	"2020-03-21"	22.000000000000000	-77.781200000000000	21	1	0
(null)	(null)	"South Korea"	"2020-02-21"	36.000000000000000	128.000000000000000	204	2	16
"Burke"	"Georgia"	"US"	"2020-03-31"	34.913691880000000	0E-15	8	0	0
"Morris"	"Texas"	"US"	"2020-03-23"	36.278291050000000	-93.744088130000000	0	0	0
"Floyd"	"Georgia"	"US"	"2020-03-25"	34.913691880000000	0E-15	14	1	0
"Powell"	"Montana"	"US"	"2020-03-29"	48.784200290000000	0E-15	0	0	0
"Lake"	"Montana"	"US"	"2020-03-22"	48.784200290000000	0E-15	0	0	0
"Goliad"	"Texas"	"US"	"2020-03-25"	36.278291050000000	-93.744088130000000	0	0	0
"Dixon"	"Nebraska"	"US"	"2020-03-30"	42.899727400000000	0E-15	0	0	0
"Trego"	"Kansas"	"US"	"2020-03-25"	39.827996320000000	-94.763782250000000	0	0	0
"Yellow Medicine"	"Minnesota"	"US"	"2020-03-25"	48.777541060000000	0E-15	0	0	0
"Spalding"	"Georgia"	"US"	"2020-03-28"	34.913691880000000	0E-15	11	0	0
"Worth"	"Missouri"	"US"	"2020-03-30"	40.479455880000000	0E-15	0	0	0
"Alcorn"	"Mississippi"	"US"	"2020-04-02"	34.880844630000000	0E-15	3	0	0
"Douglas"	"South Dakota"	"US"	"2020-03-30"	45.770749150000000	-96.655782800000000	0	0	0
"Marion"	"Florida"	"US"	"2020-03-31"	30.867474790000000	0E-15	25	0	0
(null)	"Hunan"	"China"	"2020-02-29"	27.610400000000000	111.708800000000000	1018	4	846
"Larimer"	"Colorado"	"US"	"2020-03-28"	40.875954120000000	0E-15	67	1	0
"Pueblo"	"Colorado"	"US"	"2020-03-30"	40.875954120000000	0E-15	10	1	0
"Burleson"	"Texas"	"US"	"2020-03-22"	36.278291050000000	-93.744088130000000	0	0	0
"Lincoln"	"South Dakota"	"US"	"2020-03-22"	45.770749150000000	-96.655782800000000	0	0	0
(null)	(null)	"Central African Republic"	"2020-03-25"	6.611100000000000	20.939400000000000	3	0	0
(null)	"Hunan"	"China"	"2020-03-13"	27.610400000000000	111.708800000000000	1018	4	1005
"Morgan"	"Indiana"	"US"	"2020-03-24"	41.644238680000000	0E-15	3	0	0
"Okmulgee"	"Oklahoma"	"US"	"2020-03-26"	36.835326550000000	0E-15	2	0	0
"Lorain"	"Ohio"	"US"	"2020-03-22"	41.708603320000000	-80.748302180000000	19	0	0
"Duchesne"	"Utah"	"US"	"2020-03-24"	41.723305870000000	0E-15	0	0	0
"Bond"	"Illinois"	"US"	"2020-03-31"	42.365423730000000	0E-15	2	0	0
"Park"	"Wyoming"	"US"	"2020-03-22"	44.790489130000000	-104.353474300000000	1	0	0
(null)	"Hunan"	"China"	"2020-02-16"	27.610400000000000	111.708800000000000	1004	3	464
"Washoe"	"Nevada"	"US"	"2020-04-01"	41.406921860000000	0E-15	143	3	0
"Sanilac"	"Michigan"	"US"	"2020-03-25"	47.631976530000000	0E-15	2	0	0
"Washington"	"Wisconsin"	"US"	"2020-03-28"	46.528687680000000	0E-15	31	0	0
"Waukesha"	"Wisconsin"	"US"	"2020-04-03"	46.528687680000000	0E-15	141	4	0
"Pulaski"	"Arkansas"	"US"	"2020-03-28"	36.381771050000000	0E-15	92	0	0
"Menard"	"Texas"	"US"	"2020-03-29"	36.278291050000000	-93.744088130000000	0	0	0
"Baltimore"	"Maryland"	"US"	"2020-03-28"	39.623576280000000	0E-15	141	1	0
"Callahan"	"Texas"	"US"	"2020-03-27"	36.278291050000000	-93.744088130000000	0	0	0
"Swain"	"North Carolina"	"US"	"2020-03-27"	36.493608620000000	0E-15	1	0	0
"Pike"	"Mississippi"	"US"	"2020-03-30"	34.880844630000000	0E-15	14	0	0
(null)	"Victoria"	"Australia"	"2020-03-29"	-37.813600000000000	144.963100000000000	769	4	191
"Bucks"	"Pennsylvania"	"US"	"2020-03-27"	41.992538290000000	-75.032081060000000	144	0	0
(null)	(null)	"Belarus"	"2020-03-30"	53.709800000000000	27.953400000000000	152	0	32
"Atkinson"	"Georgia"	"US"	"2020-03-24"	34.913691880000000	0E-15	0	0	0
(null)	"Victoria"	"Australia"	"2020-03-16"	-37.813600000000000	144.963100000000000	71	0	8
"Greenbrier"	"West Virginia"	"US"	"2020-03-30"	40.519438590000000	-77.860141470000000	3	0	0
"Washington"	"Florida"	"US"	"2020-04-02"	30.867474790000000	0E-15	1	0	0
"Blackford"	"Indiana"	"US"	"2020-03-23"	41.644238680000000	0E-15	0	0	0
"Mayes"	"Oklahoma"	"US"	"2020-04-02"	36.835326550000000	0E-15	5	1	0
"Blount"	"Tennessee"	"US"	"2020-03-30"	36.556065290000000	0E-15	9	0	0
"Mineral"	"Colorado"	"US"	"2020-03-22"	40.875954120000000	0E-15	0	0	0
"Chittenden"	"Vermont"	"US"	"2020-03-26"	44.856276050000000	0E-15	75	4	0
"Wright"	"Missouri"	"US"	"2020-03-31"	40.479455880000000	0E-15	4	0	0
"Lee"	"Alabama"	"US"	"2020-03-22"	34.901718750000000	0E-15	16	0	0
"Hampton"	"Virginia"	"US"	"2020-03-30"	39.201725820000000	0E-15	9	1	0
"Brooks"	"Texas"	"US"	"2020-03-28"	36.278291050000000	-93.744088130000000	0	0	0
"Fulton"	"Pennsylvania"	"US"	"2020-03-23"	41.992538290000000	-75.032081060000000	0	0	0
"Teller"	"Colorado"	"US"	"2020-04-02"	40.875954120000000	0E-15	7	1	0
"Marathon"	"Wisconsin"	"US"	"2020-03-23"	46.528687680000000	0E-15	1	0	0
(null)	"Chongqing"	"China"	"2020-03-01"	30.057200000000000	107.874000000000000	576	6	450
"Coffee"	"Georgia"	"US"	"2020-04-01"	34.913691880000000	0E-15	9	0	0
(null)	(null)	"Chile"	"2020-03-18"	-35.675100000000000	-71.543000000000000	476	0	0
"Klickitat"	"Washington"	"US"	"2020-03-31"	48.822279760000000	0E-15	9	1	0
(null)	(null)	"Chile"	"2020-03-31"	-35.675100000000000	-71.543000000000000	2738	12	156
"Brevard"	"Florida"	"US"	"2020-03-25"	30.867474790000000	0E-15	11	0	0
"Kerr"	"Texas"	"US"	"2020-03-26"	36.278291050000000	-93.744088130000000	0	0	0
"Liberty"	"Florida"	"US"	"2020-03-24"	30.867474790000000	0E-15	0	0	0
"Randolph"	"Alabama"	"US"	"2020-04-02"	34.901718750000000	0E-15	6	0	0
"Cuming"	"Nebraska"	"US"	"2020-04-01"	42.899727400000000	0E-15	1	0	0
"Musselshell"	"Montana"	"US"	"2020-03-29"	48.784200290000000	0E-15	0	0	0
(null)	(null)	"Chad"	"2020-03-23"	15.454200000000000	18.732200000000000	1	0	0
"Adams"	"Iowa"	"US"	"2020-03-23"	43.381078620000000	0E-15	0	0	0
(null)	"Chongqing"	"China"	"2020-03-14"	30.057200000000000	107.874000000000000	576	6	569
"Galax"	"Virginia"	"US"	"2020-03-25"	39.201725820000000	0E-15	0	0	0
"Marion"	"Alabama"	"US"	"2020-03-28"	34.901718750000000	0E-15	9	0	0
"Pierce"	"North Dakota"	"US"	"2020-03-23"	48.814938700000006	0E-15	2	0	0
"Worcester"	"Maryland"	"US"	"2020-03-26"	39.623576280000000	0E-15	2	0	0
"Cochran"	"Texas"	"US"	"2020-03-29"	36.278291050000000	-93.744088130000000	0	0	0
"McCormick"	"South Carolina"	"US"	"2020-03-24"	35.051222510000000	-78.995552930000000	0	0	0
(null)	"Chongqing"	"China"	"2020-01-22"	30.057200000000000	107.874000000000000	6	0	0
"Chisago"	"Minnesota"	"US"	"2020-03-22"	48.777541060000000	0E-15	1	0	0
(null)	(null)	"Belarus"	"2020-03-04"	53.709800000000000	27.953400000000000	30	0	0
"Crawford"	"Wisconsin"	"US"	"2020-03-23"	46.528687680000000	0E-15	0	0	0
"Archer"	"Texas"	"US"	"2020-03-24"	36.278291050000000	-93.744088130000000	0	0	0
"Ashtabula"	"Ohio"	"US"	"2020-03-28"	41.708603320000000	-80.748302180000000	6	0	0
"Costilla"	"Colorado"	"US"	"2020-03-27"	40.875954120000000	0E-15	0	0	0
"Mohave"	"Arizona"	"US"	"2020-03-23"	35.838834290000000	0E-15	0	0	0
"Steele"	"Minnesota"	"US"	"2020-04-01"	48.777541060000000	0E-15	6	0	0
"Lowndes"	"Alabama"	"US"	"2020-03-25"	34.901718750000000	0E-15	0	0	0
"Johnson"	"Tennessee"	"US"	"2020-03-25"	36.556065290000000	0E-15	0	0	0
"Nassau"	"New York"	"US"	"2020-03-27"	44.745309050000000	0E-15	4657	19	0
"Fulton"	"Indiana"	"US"	"2020-04-03"	41.644238680000000	0E-15	1	0	0
"Sumner"	"Kansas"	"US"	"2020-03-22"	39.827996320000000	-94.763782250000000	0	0	0
"Colusa"	"California"	"US"	"2020-03-22"	41.742282750000000	0E-15	0	0	0
(null)	"Chongqing"	"China"	"2020-02-04"	30.057200000000000	107.874000000000000	366	2	9
"Jackson"	"Indiana"	"US"	"2020-03-30"	41.644238680000000	0E-15	8	0	0
"Gallia"	"Ohio"	"US"	"2020-03-29"	41.708603320000000	-80.748302180000000	1	1	0
(null)	(null)	"Germany"	"2020-03-25"	51.165691000000000	10.451526000000000	37323	206	3547
"Schuyler"	"Missouri"	"US"	"2020-03-28"	40.479455880000000	0E-15	0	0	0
"Becker"	"Minnesota"	"US"	"2020-03-28"	48.777541060000000	0E-15	0	0	0
"Doniphan"	"Kansas"	"US"	"2020-03-26"	39.827996320000000	-94.763782250000000	1	0	0
"San Juan"	"New Mexico"	"US"	"2020-03-25"	36.605697020000000	-103.346887599999990	8	0	0
(null)	(null)	"Chile"	"2020-03-05"	-35.675100000000000	-71.543000000000000	12	0	0
(null)	"Honolulu County, HI"	"US"	"2020-03-07"	21.307000000000000	-157.858400000000000	2	0	0
"Prince George's"	"Maryland"	"US"	"2020-03-28"	39.623576280000000	0E-15	196	2	0
"Coleman"	"Texas"	"US"	"2020-03-30"	36.278291050000000	-93.744088130000000	0	0	0
(null)	"Chongqing"	"China"	"2020-02-17"	30.057200000000000	107.874000000000000	553	5	225
"Larue"	"Kentucky"	"US"	"2020-04-01"	38.970651420000000	0E-15	1	0	0
"Muskogee"	"Oklahoma"	"US"	"2020-03-26"	36.835326550000000	0E-15	4	0	0
"Nowata"	"Oklahoma"	"US"	"2020-03-24"	36.835326550000000	0E-15	0	0	0
"Houston"	"Alabama"	"US"	"2020-04-03"	34.901718750000000	0E-15	12	1	0
"Osborne"	"Kansas"	"US"	"2020-03-23"	39.827996320000000	-94.763782250000000	0	0	0
"Perry"	"Alabama"	"US"	"2020-03-22"	34.901718750000000	0E-15	0	0	0
"Throckmorton"	"Texas"	"US"	"2020-03-28"	36.278291050000000	-93.744088130000000	0	0	0
"Carroll"	"New Hampshire"	"US"	"2020-04-02"	44.690632650000000	0E-15	14	0	0
"Leflore"	"Mississippi"	"US"	"2020-03-28"	34.880844630000000	0E-15	15	0	0
"Wells"	"Indiana"	"US"	"2020-03-26"	41.644238680000000	0E-15	1	0	0
"Houghton"	"Michigan"	"US"	"2020-03-24"	47.631976530000000	0E-15	0	0	0
"Henry"	"Tennessee"	"US"	"2020-03-22"	36.556065290000000	0E-15	0	0	0
"Bradley"	"Tennessee"	"US"	"2020-03-22"	36.556065290000000	0E-15	2	0	0
(null)	"Bavaria"	"Germany"	"2020-01-30"	(null)	(null)	4	0	0
"Steuben"	"New York"	"US"	"2020-03-31"	44.745309050000000	0E-15	19	0	0
"Natrona"	"Wyoming"	"US"	"2020-03-26"	44.790489130000000	-104.353474300000000	6	0	0
"Livingston"	"Missouri"	"US"	"2020-04-02"	40.479455880000000	0E-15	1	0	0
"Decatur"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	0	0	0
(null)	(null)	"Lebanon"	"2020-03-14"	33.854700000000000	35.862300000000000	93	3	1
"Taylor"	"Texas"	"US"	"2020-03-24"	36.278291050000000	-93.744088130000000	0	0	0
(null)	(null)	"Greece"	"2020-04-01"	39.074200000000000	21.824300000000000	1415	50	52
"Putnam"	"Missouri"	"US"	"2020-03-29"	40.479455880000000	0E-15	0	0	0
(null)	"Fujian"	"China"	"2020-01-24"	26.078900000000000	117.987400000000000	10	0	0
"Anne Arundel"	"Maryland"	"US"	"2020-04-01"	39.623576280000000	0E-15	158	1	0
"Hidalgo"	"Texas"	"US"	"2020-03-27"	36.278291050000000	-93.744088130000000	11	0	0
"Susquehanna"	"Pennsylvania"	"US"	"2020-03-31"	41.992538290000000	-75.032081060000000	1	0	0
"Northampton"	"Virginia"	"US"	"2020-03-23"	39.201725820000000	0E-15	0	0	0
"Barnstable"	"Massachusetts"	"US"	"2020-03-30"	42.668762600000000	0E-15	173	2	0
"Clay"	"Arkansas"	"US"	"2020-03-30"	36.381771050000000	0E-15	0	0	0
"Madison"	"Montana"	"US"	"2020-03-31"	48.784200290000000	0E-15	6	2	0
"Churchill"	"Nevada"	"US"	"2020-03-27"	41.406921860000000	0E-15	0	0	0
"Colfax"	"New Mexico"	"US"	"2020-03-25"	36.605697020000000	-103.346887599999990	0	0	0
"Wheeler"	"Georgia"	"US"	"2020-04-01"	34.913691880000000	0E-15	1	0	0
"Rapides"	"Louisiana"	"US"	"2020-03-22"	32.831210590000000	0E-15	2	0	0
"McCulloch"	"Texas"	"US"	"2020-03-30"	36.278291050000000	-93.744088130000000	0	0	0
(null)	(null)	"Greece"	"2020-03-06"	39.074200000000000	21.824300000000000	45	0	0
"Klamath"	"Oregon"	"US"	"2020-03-24"	45.997128890000000	-117.183537999999980	1	0	0
"Grayson"	"Virginia"	"US"	"2020-03-25"	39.201725820000000	0E-15	0	0	0
(null)	(null)	"Greece"	"2020-03-19"	39.074200000000000	21.824300000000000	418	6	8
(null)	(null)	"Azerbaijan"	"2020-03-23"	40.143100000000000	47.576900000000000	72	1	10
"Breckinridge"	"Kentucky"	"US"	"2020-03-24"	38.970651420000000	0E-15	0	0	0
"Monroe"	"Florida"	"US"	"2020-04-01"	30.867474790000000	0E-15	27	0	0
"Fayette"	"Tennessee"	"US"	"2020-03-31"	36.556065290000000	0E-15	12	0	0
"Autauga"	"Alabama"	"US"	"2020-03-22"	34.901718750000000	0E-15	0	0	0
"Wayne"	"Utah"	"US"	"2020-03-23"	41.723305870000000	0E-15	0	0	0
"Cascade"	"Montana"	"US"	"2020-03-26"	48.784200290000000	0E-15	5	0	0
"La Salle"	"Texas"	"US"	"2020-03-27"	36.278291050000000	-93.744088130000000	0	0	0
"Allen"	"Ohio"	"US"	"2020-03-23"	41.708603320000000	-80.748302180000000	0	0	0
"Knox"	"Indiana"	"US"	"2020-03-23"	41.644238680000000	0E-15	0	0	0
"Kenosha"	"Wisconsin"	"US"	"2020-03-25"	46.528687680000000	0E-15	14	0	0
"Stephens"	"Georgia"	"US"	"2020-04-03"	34.913691880000000	0E-15	5	0	0
"Oldham"	"Kentucky"	"US"	"2020-04-02"	38.970651420000000	0E-15	6	0	0
"Webster"	"Kentucky"	"US"	"2020-04-02"	38.970651420000000	0E-15	2	0	0
"Fayette"	"Alabama"	"US"	"2020-03-23"	34.901718750000000	0E-15	0	0	0
"Leelanau"	"Michigan"	"US"	"2020-03-22"	47.631976530000000	0E-15	1	0	0
"Hardeman"	"Tennessee"	"US"	"2020-03-22"	36.556065290000000	0E-15	0	0	0
"Johnson"	"Texas"	"US"	"2020-03-22"	36.278291050000000	-93.744088130000000	2	0	0
"Jones"	"Georgia"	"US"	"2020-03-30"	34.913691880000000	0E-15	2	0	0
"Clay"	"Georgia"	"US"	"2020-03-28"	34.913691880000000	0E-15	0	0	0
"Steuben"	"New York"	"US"	"2020-03-28"	44.745309050000000	0E-15	13	0	0
"Minnehaha"	"South Dakota"	"US"	"2020-03-22"	45.770749150000000	-96.655782800000000	5	0	0
"Newton"	"Georgia"	"US"	"2020-03-22"	34.913691880000000	0E-15	4	0	0
(null)	(null)	"Burkina Faso"	"2020-04-01"	12.238300000000000	-1.561600000000000	282	16	46
"Hardin"	"Kentucky"	"US"	"2020-04-01"	38.970651420000000	0E-15	6	0	0
"Wharton"	"Texas"	"US"	"2020-03-22"	36.278291050000000	-93.744088130000000	1	0	0
"Deschutes"	"Oregon"	"US"	"2020-03-27"	45.997128890000000	-117.183537999999980	18	0	0
(null)	(null)	"Burkina Faso"	"2020-03-19"	12.238300000000000	-1.561600000000000	33	1	0
"Chase"	"Nebraska"	"US"	"2020-03-29"	42.899727400000000	0E-15	0	0	0
