Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Texas,US,2021-04-15 06:30:33,31.0545,-97.5635,2840869,49359,,,48,9797.491581649132,22118906,,1.7374613190541346,84000048,USA,76282.92446089153,
Utah,US,2021-04-15 06:30:33,40.15,-111.8624,391177,2161,,,49,12201.563464025417,3168956,,0.5524353425687093,84000049,USA,98845.83640833723,
Vermont,US,2021-04-15 06:30:33,44.0459,-72.7107,21488,237,,,50,3443.650448966248,1438574,,1.1029411764705883,84000050,USA,230544.76921868816,
Virgin Islands,US,2021-04-15 06:30:33,18.3358,-64.8963,3005,26,,,78,2801.3946377297984,92550,,0.8652246256239601,850,VIR,86279.22586419062,
Virginia,US,2021-04-15 06:30:33,37.7693,-78.17,640211,10510,,,51,7500.5515188941645,6727567,,1.6416462697454433,84000051,USA,78818.48778029783,
Washington,US,2021-04-15 06:30:33,47.4009,-121.4905,380339,5357,,,53,4994.672938936897,6173796,,1.4084803293903596,84000053,USA,81075.28234474207,
West Virginia,US,2021-04-15 06:30:33,38.4912,-80.9545,147203,2756,,,54,8213.779338413646,2591802,,1.8722444515397105,84000054,USA,144619.94468087718,
Wisconsin,US,2021-04-15 06:30:33,44.2685,-89.6165,648094,7402,,,55,11130.980617384414,7892891,,1.1421182729665758,84000055,USA,135559.9908904077,
Wyoming,US,2021-04-15 06:30:33,42.756,-107.3025,57127,703,,,56,9870.602444195252,702897,,1.230591489138236,84000056,USA,121448.9969054477,
Cherkasy Oblast,Ukraine,2021-04-15 06:30:33,49.4444,32.0598,67015,873,53860,12282.0,,5555.182529794397,,,1.3026934268447363,80401,UKR,,
Chernihiv Oblast,Ukraine,2021-04-15 06:30:33,51.4982,31.2893,48586,988,36801,10797.0,,4830.846785218917,,,2.0335075947803896,80402,UKR,,
Chernivtsi Oblast,Ukraine,2021-04-15 06:30:33,48.2917,25.9352,74555,1541,54607,18407.0,,8243.823904711988,,,2.0669304540272284,80403,UKR,,
Crimea Republic*,Ukraine,2021-04-15 06:30:33,45.2835,34.2008,38869,1140,36242,1487.0,,2031.05870156255,,,2.9329285548895005,80404,UKR,,
Dnipropetrovsk Oblast,Ukraine,2021-04-15 06:30:33,48.4647,35.0462,107183,2776,81707,22700.0,,3342.702910390438,,,2.589962960544116,80405,UKR,,
Donetsk Oblast,Ukraine,2021-04-15 06:30:33,48.0159,37.8028,69968,1484,53839,14645.0,,1679.5406323866073,,,2.120969586096501,80406,UKR,,
Ivano-Frankivsk Oblast,Ukraine,2021-04-15 06:30:33,48.9226,24.7111,82252,1872,72599,7781.0,,5989.578023552851,,,2.2759325001215776,80407,UKR,,
Kharkiv Oblast,Ukraine,2021-04-15 06:30:33,49.9935,36.2304,121086,2312,94319,24455.0,,4525.567742239305,,,1.9093867168789125,80408,UKR,,
Kherson Oblast,Ukraine,2021-04-15 06:30:33,46.6354,32.6169,28028,786,22606,4636.0,,2701.129486141629,,,2.804338518624233,80409,UKR,,
Khmelnytskyi Oblast,Ukraine,2021-04-15 06:30:33,49.423,26.9871,76480,1400,58842,16238.0,,6047.260032972116,,,1.8305439330543933,80410,UKR,,
Kiev,Ukraine,2021-04-15 06:30:33,50.4501,30.5234,181691,4072,113240,64379.0,,6157.3471600921785,,,2.2411676968039145,80411,UKR,,
Kiev Oblast,Ukraine,2021-04-15 06:30:33,50.053000000000004,30.7667,109219,2010,85726,21483.0,,6177.754901184429,,,1.8403391351321656,80412,UKR,,
Kirovohrad Oblast,Ukraine,2021-04-15 06:30:33,48.5079,32.2623,15502,539,9933,5030.0,,1639.4708259434467,,,3.4769707134563284,80413,UKR,,
Luhansk Oblast,Ukraine,2021-04-15 06:30:33,48.574,39.3078,20405,600,16375,3430.0,,948.2613195354844,,,2.94045577064445,80414,UKR,,
Lviv Oblast,Ukraine,2021-04-15 06:30:33,49.8397,24.0297,120288,2950,87872,29466.0,,4769.5082634125565,,,2.4524474594306995,80415,UKR,,
Mykolaiv Oblast,Ukraine,2021-04-15 06:30:33,46.975,31.9946,57632,1364,45597,10671.0,,2285.1514717760083,,,2.366740699611327,80416,UKR,,
Odessa Oblast,Ukraine,2021-04-15 06:30:33,46.4846,30.7326,123449,2188,87990,33271.0,,5186.261609842088,,,1.772391837924973,80417,UKR,,
Poltava Oblast,Ukraine,2021-04-15 06:30:33,49.5883,34.5514,64039,1350,52508,10181.0,,4572.780392434087,,,2.1080903824232107,80418,UKR,,
Rivne Oblast,Ukraine,2021-04-15 06:30:33,50.6199,26.2516,65284,889,55553,8842.0,,5641.056216144288,,,1.3617425402855217,80419,UKR,,
Sevastopol*,Ukraine,2021-04-15 06:30:33,44.6054,33.522,13694,585,12570,539.0,,3089.7247586364056,,,4.271943917043961,80420,UKR,,
Sumy Oblast,Ukraine,2021-04-15 06:30:33,50.9077,34.7981,66916,948,54798,11170.0,,6187.801571640199,,,1.4167015362544084,80421,UKR,,
Ternopil Oblast,Ukraine,2021-04-15 06:30:33,49.5535,25.5948,61894,955,50569,10370.0,,5917.892987620939,,,1.5429605454486703,80422,UKR,,
Vinnytsia Oblast,Ukraine,2021-04-15 06:30:33,49.2331,28.4682,64171,1343,43045,19783.0,,4112.486974443634,,,2.092845677954216,80423,UKR,,
Volyn Oblast,Ukraine,2021-04-15 06:30:33,50.7472,25.3254,52415,885,43856,7674.0,,5062.637033602813,,,1.6884479633692646,80424,UKR,,
Zakarpattia Oblast,Ukraine,2021-04-15 06:30:33,48.6208,22.2879,58249,1458,47624,9167.0,,4634.699817473238,,,2.5030472626139506,80425,UKR,,
Zaporizhia Oblast,Ukraine,2021-04-15 06:30:33,47.8388,35.1396,87954,1650,71164,15140.0,,5156.064240642125,,,1.8759806262364418,80426,UKR,,
Zhytomyr Oblast,Ukraine,2021-04-15 06:30:33,50.2547,28.6587,79504,1425,58736,19343.0,,6515.690550593225,,,1.7923626484202053,80427,UKR,,
Anguilla,United Kingdom,2021-04-15 06:30:33,18.2206,-63.0686,25,0,22,3.0,,166.6444474070124,,,0.0,660,AIA,,
Bermuda,United Kingdom,2021-04-15 06:30:33,32.3078,-64.7505,1935,16,1051,868.0,,3107.28566152265,,,0.8268733850129198,60,BMU,,
British Virgin Islands,United Kingdom,2021-04-15 06:30:33,18.4207,-64.64,178,1,159,18.0,,588.6827396897841,,,0.5617977528089888,92,VGB,,
Cayman Islands,United Kingdom,2021-04-15 06:30:33,19.3133,-81.2546,523,2,498,23.0,,795.800365185636,,,0.3824091778202677,136,CYM,,
Channel Islands,United Kingdom,2021-04-15 06:30:33,49.3723,-2.3644,4053,86,3956,11.0,,2377.1400418770786,,,2.1218850234394275,8261,GBR,,
England,United Kingdom,2021-04-15 06:30:33,52.3555,-1.1743,3826495,111862,,3714633.0,,6835.809936902882,,,2.923354140015863,82601,GBR,,
Falkland Islands (Malvinas),United Kingdom,2021-04-15 06:30:33,-51.7963,-59.5236,62,0,55,7.0,,1780.0746482917025,,,0.0,238,FLK,,
Gibraltar,United Kingdom,2021-04-15 06:30:33,36.1408,-5.3536,4290,94,4181,15.0,,12733.370929921937,,,2.191142191142191,292,GIB,,
Isle of Man,United Kingdom,2021-04-15 06:30:33,54.2361,-4.5481,1575,29,1445,101.0,,1852.2438611346317,,,1.8412698412698412,833,IMN,,
Montserrat,United Kingdom,2021-04-15 06:30:33,16.742498,-62.187366000000004,20,1,19,0.0,,400.0800160032006,,,5.0,500,MSR,,
Northern Ireland,United Kingdom,2021-04-15 06:30:33,54.7877,-6.4923,118573,2130,,116443.0,,6301.711309523809,,,1.7963617349649583,82602,GBR,,
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-04-15 06:30:33,-7.9467,-14.3559,4,0,4,0.0,,70.65889418830595,,,0.0,654,SHN,,
Scotland,United Kingdom,2021-04-15 06:30:33,56.4907,-4.2026,222660,7636,,215024.0,,4075.558728241173,,,3.4294439953292013,82603,GBR,,
Turks and Caicos Islands,United Kingdom,2021-04-15 06:30:33,21.694000000000003,-71.7979,2360,17,2285,58.0,,6095.356165091172,,,0.7203389830508474,796,TCA,,
Unknown,United Kingdom,2021-04-15 06:30:33,,,0,0,,0.0,,,,,,82605,GBR,,
Wales,United Kingdom,2021-04-15 06:30:33,52.1307,-3.7837,210577,5533,,205044.0,,6709.265277512267,,,2.6275424191625865,82604,GBR,,
